SPO#;CP_Bang;CP_GiayPhep;CP_VanChuyen;CP_VatTu;CP_Khac;CP_NhanCong;Total_Cost;ten_loai_bang_hieu;SPO_brand;Request Date;OutletID;Type;Requester;Outlet Name;status_SPO;Signage Class;Supplier;SS/SE;Sales Rep;item_bang_hiflex;item_bat_tha_hiflex;item_canopy;item_hop_den_hiflex;item_led_logo;item_bat_hiflex;item_tranh_dien;item_emblem;item_led;item_bang;item_standard;status_SPO;Area;Region;ASM Approve;SR Accepted Date;Budget;Complete/In progress;ASM Status;Pending At;Warchest/AP
229;8631100;0;0;2058000;0;0;10689100;hop den hiflex 1 mat ngoai troi day du, hop den hiflex 2 mat ngoai troi day du;Bia Viet;07/01/2026;229;New Signage Request;DAO THANH TRUNG;Quan 106;Sales Rep Submitted;Standard;Hộ Kinh Doanh Văn Dầu;Tran Kim Anh Tuan;DAO THANH TRUNG;0;0;0;3;0;0;0;0;0;3;3;Sales Rep Submitted;HCM 9;HCM Zone 4;;;100%_LME 2026 - HCM 9_LME 2026 - HCM 9_1_Sales Dept;In progress;In progress;Sale team;AP
230;0;250000;0;2755000;0;0;3005000;;Bivina;07/01/2026;230;New Signage Request;Huynh Ba Thanh;Quan 129;Sales Admin Full Checked;Standard;CTY TNHH QUANG CAO VA NOI THAT TAN TUNG;Mach Van Quyen;Huynh Ba Thanh;0;0;0;0;0;1;0;0;0;1;1;Sales Admin Full Checked;Central 2;Central Coast North;;;100%_#_LME 2026_1_Sales Dept;In progress;In progress;Sale team;AP
231;0;250000;0;2438000;0;0;2688000;;Bivina;07/01/2026;231;New Signage Request;Luong Thanh Hung;Ngoc Dieu;Area Sales Manager Approved...;Premium;Công ty TNHH Mỹ Thuật Quảng Cáo Kiến Trúc Đỗ Lê;Ho Nguyen Van Khoi;Luong Thanh Hung;0;0;0;0;0;1;0;0;0;1;1;Area Sales Manager Approved...;Central 22;Central Coast North; 13/01/2026;;100%_#_LME 2026_1_Sales Dept;In progress;ASM approve;Sale team;AP
232;27903200;250000;0;1724800;0;0;29878000;bang hieu hiflex 1 mat ngoai troi, led logo_ngoai troi_phien ban 2025_size 1.0:3.0_tiger;Tiger;07/01/2026;232;New Signage Request;Huynh Ba Thanh;Huong Giang;Sales Admin Full Checked;Standard;CTY TNHH QUANG CAO VA NOI THAT TAN TUNG;Mach Van Quyen;Huynh Ba Thanh;1;0;0;0;1;0;0;0;1;2;1;Sales Admin Full Checked;Central 2;Central Coast North;;;100%_#_LME 2026_1_Sales Dept;In progress;In progress;Sale team;AP
233;7150600;250000;0;925000;0;0;8325600;hop den hiflex 1 mat ngoai troi day du, hop den hiflex 2 mat ngoai troi day du;Tiger;07/01/2026;233;New Signage Request;Le Huu Duc;BamBoo garden;Sales Supervisor Cancelled;Standard;Công ty TNHH Mỹ Thuật Quảng Cáo Kiến Trúc Đỗ Lê;Nguyen Quoc Dung;Le Huu Duc;0;0;0;2;0;0;0;0;0;2;2;Sales Supervisor Cancelled;Central 22;Central Coast North;;;100%_LME_LME 2026_1_Sales Dept;Cancelled;Cancelled;Cancelled;AP
234;848855;250000;0;0;0;0;1098855;bang hieu hiflex 1 mat ngoai troi;Larue;07/01/2026;234;New Signage Request;Tran Duy Phap;CO HA (DSM);Sales Rep Submitted;Standard;Công ty TNHH MTV Quảng Cáo Phước Tiến;Nguyen Van Toan;Tran Duy Phap;1;0;0;0;0;0;0;0;0;1;1;Sales Rep Submitted;Da Nang 2;Central Mid;;;100%_LME2026_LME2026_1_Sales Dept;In progress;In progress;Sale team;AP
235;543697;250000;0;0;0;0;793697;bang hieu hiflex 1 mat ngoai troi;Larue;07/01/2026;235;New Signage Request;Tran Duy Phap;CO MAN (DSM);Sales Rep Submitted;Standard;Công ty TNHH MTV Quảng Cáo Phước Tiến;Nguyen Van Toan;Tran Duy Phap;1;0;0;0;0;0;0;0;0;1;1;Sales Rep Submitted;Da Nang 2;Central Mid;;;100%_LME2026_LME2026_1_Sales Dept;In progress;In progress;Sale team;AP
236;2698000;0;0;406000;0;0;3104000;hop den hiflex 2 mat ngoai troi day du;Larue;07/01/2026;236;New Signage Request;Le Thanh Cao;Quan Xom Nuong;Sign Maker Checked Marquette;Standard;Công ty TNHH MTV Quảng Cáo Minh Mẫn;HUYNH LE ANH DUY;Le Thanh Cao;0;0;0;1;0;0;0;0;0;1;1;Sign Maker Checked Marquette;South 22;Mekong Delta 1;;;100%_LME_S22-LME 2026_1_Sales Dept;In progress;In progress;Sale team;AP
237;1228000;250000;0;976000;0;0;2454000;bang hieu hiflex 1 mat ngoai troi;Larue;07/01/2026;237;New Signage Request;Nguyen Anh Van;TH NHO;Sales Rep Checked Variation;Standard;Công ty TNHH MTV QC và trang trí nội ngoại thất Ngọc Lý;Phi Ngoc Huy;Nguyen Anh Van;1;0;1;0;0;0;0;0;0;2;2;Sales Rep Checked Variation;Da Nang 1;Central Mid; 15/01/2026;;100%_LME2026_LME2026_1_Sales Dept;In progress;ASM approve;nha ve;AP
238;1228000;250000;0;976000;0;0;2454000;bang hieu hiflex 1 mat ngoai troi;Larue;07/01/2026;238;New Signage Request;Nguyen Anh Van;TH VAN (DSM);Sales Rep Checked Variation;Standard;Công ty TNHH MTV QC và trang trí nội ngoại thất Ngọc Lý;Phi Ngoc Huy;Nguyen Anh Van;1;0;1;0;0;0;0;0;0;2;2;Sales Rep Checked Variation;Da Nang 1;Central Mid; 15/01/2026;;100%_LME2026_LME2026_1_Sales Dept;In progress;ASM approve;nha ve;AP
239;1295040;0;0;276000;0;0;1571040;hop den hiflex 2 mat ngoai troi day du;Larue;07/01/2026;239;New Signage Request;Nguyen Anh Van;CO CHIN;Sales Admin Rejected;Standard;Công ty TNHH MTV QC và trang trí nội ngoại thất Ngọc Lý;Phi Ngoc Huy;Nguyen Anh Van;0;0;0;1;0;0;0;0;0;1;1;Sales Admin Rejected;Da Nang 1;Central Mid;;;100%_LME2026_LME2026_1_Sales Dept;In progress;In progress;Sale team;AP
240;1228000;250000;0;612000;0;0;2090000;bang hieu hiflex 1 mat ngoai troi;Bivina;07/01/2026;240;New Signage Request;Hoang Tran Viet;LIEN;Area Sales Manager Approved...;Standard;Công ty TNHH Quảng Cáo Hoàng Vinh;Nguyen Van Duc;Hoang Tran Viet;1;0;0;0;0;0;0;0;0;1;1;Area Sales Manager Approved...;Central 3;Central Coast South; 12/01/2026;;100%_LME_LME2026_1_Sales Dept;In progress;ASM approve;Sale team;AP
241;1842000;250000;0;588000;0;0;2680000;bang hieu hiflex 1 mat ngoai troi;Bivina;07/01/2026;241;New Signage Request;Hoang Tran Viet;TH TUYET;Area Sales Manager Approved...;Standard;Công ty TNHH Quảng Cáo Hoàng Vinh;Nguyen Van Duc;Hoang Tran Viet;1;0;0;0;0;0;0;0;0;1;1;Area Sales Manager Approved...;Central 3;Central Coast South; 12/01/2026;;100%_LME_LME2026_1_Sales Dept;In progress;ASM approve;Sale team;AP
242;2924020;250000;0;596700;0;0;3770720;bang hieu hiflex 1 mat ngoai troi, hop den hiflex 2 mat ngoai troi day du;Bivina;07/01/2026;242;New Signage Request;Hoang Tran Viet;LIEN LONG;Area Sales Manager Approved...;Standard;Công ty TNHH Quảng Cáo Hoàng Vinh;Nguyen Van Duc;Hoang Tran Viet;1;0;0;1;0;0;0;0;0;2;2;Area Sales Manager Approved...;Central 3;Central Coast South; 12/01/2026;;100%_LME_LME2026_1_Sales Dept;In progress;ASM approve;Sale team;AP
243;0;250000;0;1172900;0;0;1422900;;Bivina;07/01/2026;243;New Signage Request;Hoang Tran Viet;THANH SUONG;Area Sales Manager Approved...;Standard;Công ty TNHH Quảng Cáo Hoàng Vinh;Nguyen Van Duc;Hoang Tran Viet;0;0;0;0;0;1;0;0;0;1;1;Area Sales Manager Approved...;Central 3;Central Coast South; 12/01/2026;;100%_LME_LME2026_1_Sales Dept;In progress;ASM approve;Sale team;AP
244;0;250000;0;2802600;0;0;3052600;;Bivina;07/01/2026;244;New Signage Request;Hoang Tran Viet;TAP HOA 109;Area Sales Manager Approved...;Standard;Công ty TNHH Quảng Cáo Hoàng Vinh;Nguyen Van Duc;Hoang Tran Viet;0;0;0;0;0;1;0;0;0;1;1;Area Sales Manager Approved...;Central 3;Central Coast South; 12/01/2026;;100%_LME_LME2026_1_Sales Dept;In progress;ASM approve;Sale team;AP
245;0;250000;0;1071720;0;0;1321720;;Bivina;07/01/2026;245;New Signage Request;Hoang Tran Viet;DAI LY TUYEN;Area Sales Manager Approved...;Standard;Công ty TNHH Quảng Cáo Hoàng Vinh;Nguyen Van Duc;Hoang Tran Viet;0;0;0;0;0;1;0;0;0;1;1;Area Sales Manager Approved...;Central 3;Central Coast South; 12/01/2026;;100%_LME_LME2026_1_Sales Dept;In progress;ASM approve;Sale team;AP
246;0;250000;0;475500;0;0;725500;;Bivina;07/01/2026;246;New Signage Request;Hoang Tran Viet;XUAN THUY;Area Sales Manager Approved...;Standard;Công ty TNHH Quảng Cáo Hoàng Vinh;Nguyen Van Duc;Hoang Tran Viet;0;0;0;0;0;2;0;0;0;2;2;Area Sales Manager Approved...;Central 3;Central Coast South; 12/01/2026;;100%_LME_LME2026_1_Sales Dept;In progress;ASM approve;Sale team;AP
247;0;250000;0;7363000;0;0;7613000;;Larue;07/01/2026;247;New Signage Request;Vo Van Trinh;ONG NGHINH;Area Sales Manager Approved...;Standard;Công ty TNHH MTV QC và trang trí nội ngoại thất Ngọc Lý;Nguyen Hoang Hien;Vo Van Trinh;0;0;0;0;0;3;0;0;0;3;3;Area Sales Manager Approved...;Da Nang 3;Central Mid; 15/01/2026;;100%_LME2026_LME2026_1_Sales Dept;In progress;ASM approve;Sale team;AP
248;3583800;250000;0;181500;0;0;4015300;hop den hiflex 1 mat ngoai troi day du;Bivina;07/01/2026;248;New Signage Request;Hoang Tran Viet;SHOP PHUONG;Area Sales Manager Approved...;Standard;Công ty TNHH Quảng Cáo Hoàng Vinh;Nguyen Van Duc;Hoang Tran Viet;0;0;0;1;0;0;0;0;0;1;1;Area Sales Manager Approved...;Central 3;Central Coast South; 12/01/2026;;100%_LME_LME2026_1_Sales Dept;In progress;ASM approve;Sale team;AP
249;3801000;250000;0;192500;0;0;4243500;hop den hiflex 1 mat ngoai troi day du;Bivina;07/01/2026;249;New Signage Request;Hoang Tran Viet;THANH NHON;Area Sales Manager Approved...;Standard;Công ty TNHH Quảng Cáo Hoàng Vinh;Nguyen Van Duc;Hoang Tran Viet;0;0;0;1;0;0;0;0;0;1;1;Area Sales Manager Approved...;Central 3;Central Coast South; 12/01/2026;;100%_LME_LME2026_1_Sales Dept;In progress;ASM approve;Sale team;AP
250;0;250000;0;2282400;0;0;2532400;;Bivina;07/01/2026;250;New Signage Request;Hoang Tran Viet;TH BAO NGU;Area Sales Manager Approved...;Standard;Công ty TNHH Quảng Cáo Hoàng Vinh;Nguyen Van Duc;Hoang Tran Viet;0;0;0;0;0;1;0;0;0;1;1;Area Sales Manager Approved...;Central 3;Central Coast South; 12/01/2026;;100%_LME_LME2026_1_Sales Dept;In progress;ASM approve;Sale team;AP
251;2647720;250000;0;294000;0;0;3191720;bang hieu hiflex 1 mat ngoai troi, hop den hiflex 2 mat ngoai troi day du;Bivina;07/01/2026;251;New Signage Request;Hoang Tran Viet;TRANG;Area Sales Manager Approved...;Standard;Công ty TNHH Quảng Cáo Hoàng Vinh;Nguyen Van Duc;Hoang Tran Viet;1;0;0;1;0;0;0;0;0;2;2;Area Sales Manager Approved...;Central 3;Central Coast South; 12/01/2026;;100%_LME_LME2026_1_Sales Dept;In progress;ASM approve;Sale team;AP
252;2698000;250000;0;0;0;0;2948000;hop den hiflex 2 mat ngoai troi day du;Larue;07/01/2026;252;New Signage Request;Duy Phan Truong;ANH HOANG;Sales Rep Checked Variation;Standard;Công ty TNHH TM DV Quảng Cáo Hồ Đài;TRUONG THE HIEP;Duy Phan Truong;0;0;0;1;0;0;0;0;0;1;1;Sales Rep Checked Variation;South 2;Mekong Delta 1; 12/01/2026;;100%_LME_S2-LME 2026_1_Sales Dept;In progress;ASM approve;nha ve;AP
253;12823104;0;0;140000;0;0;12963104;hop den hiflex 1 mat ngoai troi day du;Tiger;07/01/2026;253;New Signage Request;Vu Anh Dung;BIA QUOC VUONG;Sales Admin Full Checked;Standard;Công ty TNHH TM và DV Gia Thành;Nguyen Quang Dung;Vu Anh Dung;0;0;0;1;0;0;0;0;0;1;1;Sales Admin Full Checked;Ha Noi 3;Ha Noi;;;100%_VA267157_HN3_LME 2026_1_Sales Dept;In progress;In progress;Sale team;AP
254;6933400;250000;0;925000;0;0;8108400;hop den hiflex 1 mat ngoai troi day du, hop den hiflex 2 mat ngoai troi day du;Tiger;07/01/2026;254;New Signage Request;Le Huu Duc;BamBoo garden;Sign Maker Installed Signage;Standard;Công ty TNHH Mỹ Thuật Quảng Cáo Kiến Trúc Đỗ Lê;Nguyen Quoc Dung;Le Huu Duc;0;0;0;2;0;0;0;0;0;2;2;Sign Maker Installed Signage;Central 22;Central Coast North; 07/01/2026;;100%_#_LME 2026_1_Sales Dept;Complete;Complete;Complete;AP
255;6660000;0;0;0;0;0;6660000;hop den hiflex 1 mat khong gan;Tiger;07/01/2026;255;New Signage Request;Ngo Kim Truong;OC UT VAN;Sales Rep Submitted;Standard;CTY CP SMART A VIETNAM;Nguyen Phi Cong;Ngo Kim Truong;0;0;0;1;0;0;0;0;0;1;1;Sales Rep Submitted;HCM 6;HCM Zone 3;;;100%_LME 2026 - HCM 6_LME 2026 - HCM 6_1_Sales Dept;In progress;In progress;Sale team;AP
256;1842000;250000;0;0;0;0;2092000;bang hieu hiflex 1 mat ngoai troi;Larue;07/01/2026;256;New Signage Request;Le Thi Tram;CHI THAO;Area Sales Manager Approved...;Standard;Công ty TNHH MTV Quảng Cáo Phước Tiến;Nguyen Cong Tam;Le Thi Tram;1;0;0;0;0;0;0;0;0;1;1;Area Sales Manager Approved...;Quang Nam 1;Central Mid; 15/01/2026;;100%_LME2026_LME2026_1_Sales Dept;In progress;ASM approve;Sale team;AP
257;0;250000;0;1145000;0;0;1395000;;Heineken;07/01/2026;257;New Signage Request;Le Thi Tram;MUOI LONG (DSM);Area Sales Manager Approved...;Standard;Công ty TNHH MTV Quảng Cáo Phước Tiến;Nguyen Cong Tam;Le Thi Tram;0;0;0;0;0;1;0;0;0;1;1;Area Sales Manager Approved...;Quang Nam 1;Central Mid; 15/01/2026;;100%_LME2026_LME2026_1_Sales Dept;In progress;ASM approve;Sale team;AP
258;0;250000;0;916000;0;0;1166000;;Heineken;07/01/2026;258;New Signage Request;Le Thi Tram;KIM NHAN (KIM NGAN) (DSM);Area Sales Manager Approved...;Standard;Công ty TNHH MTV Quảng Cáo Phước Tiến;Nguyen Cong Tam;Le Thi Tram;0;0;0;0;0;1;0;0;0;1;1;Area Sales Manager Approved...;Quang Nam 1;Central Mid; 15/01/2026;;100%_LME2026_LME2026_1_Sales Dept;In progress;ASM approve;Sale team;AP
259;758000;0;0;169000;0;0;927000;bang hieu hiflex 2 mat ngoai troi;Larue;07/01/2026;259;New Signage Request;Le Thi Tram;CHI THUY (DSM);Area Sales Manager Approved (MOA ASM);Standard;Công ty TNHH MTV Quảng Cáo Phước Tiến;Nguyen Cong Tam;Le Thi Tram;1;0;0;0;0;0;0;0;0;1;1;Area Sales Manager Approved (MOA ASM);Quang Nam 1;Central Mid; 15/01/2026;;100%_LME2026_LME2026_1_Sales Dept;In progress;ASM approve;Sale team;AP
260;2698000;250000;0;0;0;0;2948000;hop den hiflex 2 mat ngoai troi day du;Larue;07/01/2026;260;New Signage Request;TRUONG TRONG NHAN;MUOI DE (HIEP);Sales Rep Submitted;Standard;Công ty TNHH TM DV Quảng Cáo Hồ Đài;Nguyen Van Tam;TRUONG TRONG NHAN;0;0;0;1;0;0;0;0;0;1;1;Sales Rep Submitted;South 2;Mekong Delta 1;;;100%_LME_S2-LME 2026_1_Sales Dept;In progress;In progress;Sale team;AP
261;0;250000;600000;2012000;0;0;2862000;;Bivina;07/01/2026;261;New Signage Request;Tran Huu Dat;Huyen Bia Lanh;Sign Maker Rejected;Standard;Công ty TNHH Mỹ Thuật Quảng Cáo Kiến Trúc Đỗ Lê;Nguyen Le Anh Thai;Tran Huu Dat;0;0;0;0;0;2;0;0;0;2;2;Sign Maker Rejected;Central 22;Central Coast North;;;100%_#_LME 2026_1_Sales Dept;In progress;In progress;Sale team;AP
262;8094000;250000;0;925000;0;0;9269000;hop den hiflex 2 mat ngoai troi day du;Bivina;07/01/2026;262;New Signage Request;Le Huu Duc;Co Du;Sales Rep Checked Variation;Standard;Công ty TNHH Mỹ Thuật Quảng Cáo Kiến Trúc Đỗ Lê;Nguyen Quoc Dung;Le Huu Duc;0;0;0;2;0;0;0;0;0;2;2;Sales Rep Checked Variation;Central 22;Central Coast North; 13/01/2026;;100%_#_LME 2026_1_Sales Dept;In progress;ASM approve;nha ve;AP
263;0;250000;0;1736000;0;0;1986000;;Bivina;07/01/2026;263;New Signage Request;Tran Huu Dat;Trinh Quan;Sales Rep Checked Variation;Standard;Công ty TNHH Mỹ Thuật Quảng Cáo Kiến Trúc Đỗ Lê;Nguyen Le Anh Thai;Tran Huu Dat;0;0;0;0;0;1;0;0;0;1;1;Sales Rep Checked Variation;Central 22;Central Coast North; 13/01/2026;;100%_#_LME 2026_1_Sales Dept;In progress;ASM approve;nha ve;AP
264;1535000;250000;0;210000;0;0;1995000;bang hieu hiflex 1 mat ngoai troi;Larue;07/01/2026;264;New Signage Request;NGUYEN THONG;CO CHIN;Area Sales Manager Approved...;Standard;Công ty TNHH MTV Quảng Cáo Phước Tiến;Nguyen Cong Tam;NGUYEN THONG;1;0;0;0;0;0;0;0;0;1;1;Area Sales Manager Approved...;Quang Nam 1;Central Mid; 15/01/2026;;100%_LME2026_LME2026_1_Sales Dept;In progress;ASM approve;Sale team;AP
265;568500;0;0;169000;0;0;737500;bang hieu hiflex 2 mat ngoai troi;Larue;07/01/2026;265;New Signage Request;NGUYEN THONG;CO TRINH (DSM);Area Sales Manager Approved (MOA ASM);Standard;Công ty TNHH MTV Quảng Cáo Phước Tiến;Nguyen Cong Tam;NGUYEN THONG;1;0;0;0;0;0;0;0;0;1;1;Area Sales Manager Approved (MOA ASM);Quang Nam 1;Central Mid; 15/01/2026;;100%_LME2026_LME2026_1_Sales Dept;In progress;ASM approve;Sale team;AP
266;0;250000;0;1145000;0;0;1395000;;Larue;07/01/2026;266;New Signage Request;NGUYEN THONG;TAP HOA CO BE;Area Sales Manager Approved...;Standard;Công ty TNHH MTV Quảng Cáo Phước Tiến;Nguyen Cong Tam;NGUYEN THONG;0;0;0;0;0;1;0;0;0;1;1;Area Sales Manager Approved...;Quang Nam 1;Central Mid; 15/01/2026;;100%_LME2026_LME2026_1_Sales Dept;In progress;ASM approve;Sale team;AP
267;0;0;0;231000;0;0;231000;;Larue;07/01/2026;267;New Signage Request;NGUYEN THONG;HUNG VU (DSM);Area Sales Manager Approved...;Standard;Công ty TNHH MTV Quảng Cáo Phước Tiến;Nguyen Cong Tam;NGUYEN THONG;0;0;1;0;0;0;0;0;0;1;1;Area Sales Manager Approved...;Quang Nam 1;Central Mid; 15/01/2026;;100%_LME2026_LME2026_1_Sales Dept;In progress;ASM approve;Sale team;AP
268;0;0;0;450000;0;0;450000;;Tiger;07/01/2026;268;New Signage Request;NGUYEN THONG;ANH THUY;Area Sales Manager Approved...;Standard;Công ty TNHH MTV Quảng Cáo Phước Tiến;Nguyen Cong Tam;NGUYEN THONG;0;0;1;0;0;0;0;0;0;1;1;Area Sales Manager Approved...;Quang Nam 1;Central Mid; 15/01/2026;;100%_LME2026_LME2026_1_Sales Dept;In progress;ASM approve;Sale team;AP
269;5396000;250000;0;0;0;0;5646000;hop den hiflex 2 mat ngoai troi day du;Tiger;07/01/2026;269;New Signage Request;Tran Trong Khang;GIA VIEN QUAN;Area Sales Manager Approved...;Standard;Công ty TNHH Quảng Cáo Hoàng Vinh;Dang Van Dao;Tran Trong Khang;0;0;0;1;0;0;0;0;0;1;1;Area Sales Manager Approved...;Central 3;Central Coast South; 16/01/2026;;100%_LME_LME2026_1_Sales Dept;In progress;ASM approve;Sale team;AP
270;0;0;0;750000;0;0;750000;;Tiger;07/01/2026;270;New Signage Request;NGUYEN THONG;MINH VUI;Area Sales Manager Approved...;Standard;Công ty TNHH MTV Quảng Cáo Phước Tiến;Nguyen Cong Tam;NGUYEN THONG;0;0;2;0;0;0;0;0;0;2;2;Area Sales Manager Approved...;Quang Nam 1;Central Mid; 15/01/2026;;100%_LME2026_LME2026_1_Sales Dept;In progress;ASM approve;Sale team;AP
271;0;0;0;420000;0;0;420000;;Tiger;07/01/2026;271;New Signage Request;NGUYEN THONG;HUNG KHUE;Sales Admin Rejected;Standard;Công ty TNHH MTV Quảng Cáo Phước Tiến;Nguyen Cong Tam;NGUYEN THONG;0;0;1;0;0;0;0;0;0;1;1;Sales Admin Rejected;Quang Nam 1;Central Mid;;;100%_LME2026_LME2026_1_Sales Dept;In progress;In progress;Sale team;AP
272;0;0;0;547800;0;0;547800;;Larue;07/01/2026;272;New Signage Request;NGUYEN THONG;COCO MART;Area Sales Manager Approved...;Standard;Công ty TNHH MTV Quảng Cáo Phước Tiến;Nguyen Cong Tam;NGUYEN THONG;0;0;2;0;0;0;0;0;0;2;2;Area Sales Manager Approved...;Quang Nam 1;Central Mid; 15/01/2026;;100%_LME2026_LME2026_1_Sales Dept;In progress;ASM approve;Sale team;AP
273;0;250000;0;1789800;0;0;2039800;;Larue;07/01/2026;273;New Signage Request;NGUYEN THONG;HANH;Area Sales Manager Approved...;Standard;Công ty TNHH MTV Quảng Cáo Phước Tiến;Nguyen Cong Tam;NGUYEN THONG;0;0;1;0;0;1;0;0;0;2;2;Area Sales Manager Approved...;Quang Nam 1;Central Mid; 15/01/2026;;100%_LME2026_LME2026_1_Sales Dept;In progress;ASM approve;Sale team;AP
274;11399755;250000;0;3240000;0;0;14889755;hop den hiflex 1 mat ngoai troi day du, hop den hiflex 2 mat ngoai troi day du;Tiger;07/01/2026;274;New Signage Request;Le Ba Dang Khoa;QUAN AN GIA DINH HUONG MAI;Area Sales Manager Approved...;Standard;DNTN Mỹ Thuật Hương Sen;LA HOANG TAM;Le Ba Dang Khoa;0;0;0;2;0;0;0;0;0;2;2;Area Sales Manager Approved...;South 15;Mekong Delta 3; 15/01/2026;;100%_BUDGET 2026_CY2026_1_Sales Dept;In progress;ASM approve;Sale team;AP
275;2210400;250000;0;464100;0;0;2924500;bang hieu hiflex 1 mat ngoai troi;Larue;07/01/2026;275;New Signage Request;Duy Phan Truong;DAI LI HONG LINH;Sales Rep Checked Variation;Standard;Công ty TNHH TM DV Quảng Cáo Hồ Đài;TRUONG THE HIEP;Duy Phan Truong;1;0;0;0;0;0;0;0;0;1;1;Sales Rep Checked Variation;South 2;Mekong Delta 1; 12/01/2026;;100%_LME_S2-LME 2026_1_Sales Dept;In progress;ASM approve;nha ve;AP
276;4509300;250000;0;382200;0;0;5141500;bang hieu hiflex 1 mat ngoai troi, hop den hiflex 2 mat ngoai troi day du;Larue;07/01/2026;276;New Signage Request;Duy Phan Truong;NAM NGHIA (HOA);Sales Rep Checked Variation;Standard;Công ty TNHH TM DV Quảng Cáo Hồ Đài;TRUONG THE HIEP;Duy Phan Truong;1;0;0;1;0;0;0;0;0;2;2;Sales Rep Checked Variation;South 2;Mekong Delta 1; 12/01/2026;;100%_LME_S2-LME 2026_1_Sales Dept;In progress;ASM approve;nha ve;AP
277;0;250000;0;1145000;0;0;1395000;;Bivina;07/01/2026;277;New Signage Request;Nguyen Linh Tam;Loan;Sales Rep Checked Variation;Standard;Công ty TNHH Mỹ Thuật Quảng Cáo Kiến Trúc Đỗ Lê;Ho Nguyen Van Khoi;Nguyen Linh Tam;0;0;0;0;0;1;0;0;0;1;1;Sales Rep Checked Variation;Central 22;Central Coast North; 12/01/2026;;100%_#_LME 2026_1_Sales Dept;In progress;ASM approve;nha ve;AP
278;2698000;250000;0;925000;0;0;3873000;hop den hiflex 2 mat ngoai troi day du;Bivina;07/01/2026;278;New Signage Request;Nguyen Linh Tam;Chi My;Sales Rep Checked Variation;Standard;Công ty TNHH Mỹ Thuật Quảng Cáo Kiến Trúc Đỗ Lê;Ho Nguyen Van Khoi;Nguyen Linh Tam;0;0;0;1;0;0;0;0;0;1;1;Sales Rep Checked Variation;Central 22;Central Coast North; 12/01/2026;;100%_#_LME 2026_1_Sales Dept;In progress;ASM approve;nha ve;AP
279;1228000;250000;0;392000;0;0;1870000;bang hieu hiflex 1 mat ngoai troi;Bivina;07/01/2026;279;New Signage Request;Nguyen Linh Tam;Chi Phuong;Sales Supervisor Verified;Standard;Công ty TNHH Mỹ Thuật Quảng Cáo Kiến Trúc Đỗ Lê;Ho Nguyen Van Khoi;Nguyen Linh Tam;1;0;0;0;0;0;0;0;0;1;1;Sales Supervisor Verified;Central 22;Central Coast North;;;100%_LME_LME 2026_1_Sales Dept;In progress;In progress;nha ve;AP
280;1228000;250000;0;392000;0;0;1870000;bang hieu hiflex 1 mat ngoai troi;Bivina;07/01/2026;280;New Signage Request;Nguyen Linh Tam;Phuong;Sales Supervisor Verified;Standard;Công ty TNHH Mỹ Thuật Quảng Cáo Kiến Trúc Đỗ Lê;Ho Nguyen Van Khoi;Nguyen Linh Tam;1;0;0;0;0;0;0;0;0;1;1;Sales Supervisor Verified;Central 22;Central Coast North;;;100%_LME_LME 2026_1_Sales Dept;In progress;In progress;nha ve;AP
281;1381500;250000;0;441000;0;0;2072500;bang hieu hiflex 1 mat ngoai troi;Bivina;07/01/2026;281;New Signage Request;Nguyen Linh Tam;Phuong;Sales Supervisor Verified;Standard;Công ty TNHH Mỹ Thuật Quảng Cáo Kiến Trúc Đỗ Lê;Ho Nguyen Van Khoi;Nguyen Linh Tam;1;0;0;0;0;0;0;0;0;1;1;Sales Supervisor Verified;Central 22;Central Coast North;;;100%_LME_LME 2026_1_Sales Dept;In progress;In progress;nha ve;AP
282;0;250000;0;1736000;0;0;1986000;;Bivina;07/01/2026;282;New Signage Request;Nguyen Linh Tam;Tri;Sales Rep Checked Variation;Standard;Công ty TNHH Mỹ Thuật Quảng Cáo Kiến Trúc Đỗ Lê;Ho Nguyen Van Khoi;Nguyen Linh Tam;0;0;0;0;0;1;0;0;0;1;1;Sales Rep Checked Variation;Central 22;Central Coast North; 12/01/2026;;100%_#_LME 2026_1_Sales Dept;In progress;ASM approve;nha ve;AP
283;1228000;250000;0;392000;0;0;1870000;bang hieu hiflex 1 mat ngoai troi;Bivina;07/01/2026;283;New Signage Request;Nguyen Linh Tam;TUYET HUONG (PHUONG);Sales Rep Checked Variation;Standard;Công ty TNHH Mỹ Thuật Quảng Cáo Kiến Trúc Đỗ Lê;Ho Nguyen Van Khoi;Nguyen Linh Tam;1;0;0;0;0;0;0;0;0;1;1;Sales Rep Checked Variation;Central 22;Central Coast North; 12/01/2026;;100%_#_LME 2026_1_Sales Dept;In progress;ASM approve;nha ve;AP
284;0;250000;0;916000;0;0;1166000;;Bivina;07/01/2026;284;New Signage Request;Nguyen Linh Tam;Co Nam;Sales Rep Checked Variation;Standard;Công ty TNHH Mỹ Thuật Quảng Cáo Kiến Trúc Đỗ Lê;Ho Nguyen Van Khoi;Nguyen Linh Tam;0;0;0;0;0;1;0;0;0;1;1;Sales Rep Checked Variation;Central 22;Central Coast North; 12/01/2026;;100%_#_LME 2026_1_Sales Dept;In progress;ASM approve;nha ve;AP
